시도명,구시군명,선거명,기초의원들
경남,양산시,구시군의원,새누리당 김효진 / 새정치민주연합 임정섭 / 무소속 박말태 / 새누리당 정경효 / 무소속 이종희 / 새누리당 한옥문 / 새누리당 김정희 / 새누리당 이기준 / 새누리당 이호근 / 새정치민주연합 이상걸 / 새누리당 이채화 / 새정치민주연합 박대조 / 새누리당 이상정 / 새정치민주연합 박일배 / 
경남,양산시,구시군장,새누리당 나동연 / 
경남,양산시,기초의원비례대표,새누리당 이정애 / 새정치민주연합 차예경 / 
경남,의령군,구시군의원,새누리당 오용 / 새누리당 강영원 / 무소속 전병원 / 새누리당 김철호 / 무소속 서철진 / 새누리당 손호현 / 새누리당 손태영 / 새누리당 문봉도 / 무소속 김규찬 / 
경남,의령군,구시군장,무소속 오영호 / 
경남,의령군,기초의원비례대표,새누리당 김봉남 / 
경남,진주시,구시군의원,새누리당 정영재 / 무소속 천효운 / 새누리당 조현신 / 새누리당 박미경 / 통합진보당 류재수 / 새누리당 심현보 / 무소속 구자경 / 새누리당 이성환 / 무소속 서은애 / 새누리당 이인기 / 새누리당 정철규 / 새누리당 심광영 / 무소속 강갑중 / 무소속 강민아 / 새누리당 김홍규 / 무소속 서정인 / 새누리당 남정만 / 새누리당 강길선 / 
경남,진주시,구시군장,새누리당 이창희 / 
경남,진주시,기초의원비례대표,새누리당 류영주 / 새정치민주연합 허정림 / 
경남,창녕군,구시군의원,새누리당 박재홍 / 새누리당 안홍욱 / 새누리당 김우식 / 새누리당 손태환 / 새누리당 이기호 / 새누리당 이상주 / 무소속 장희용 / 새누리당 박상재 / 새누리당 이칠봉 / 
경남,창녕군,구시군장,새누리당 김충식 / 
경남,창녕군,기초의원비례대표,새누리당 유영숙 / 새정치민주연합 서경순 / 
경남,창원시마산합포구,구시군의원,새누리당 김이근 / 새누리당 이천수 / 새누리당 정쌍학 / 무소속 이옥선 / 새누리당 박옥순 / 새누리당 김재철 / 새누리당 황일두 / 새누리당 김순식 / 
경남,창원시마산회원구,구시군의원,새누리당 노종래 / 통합진보당 송순호 / 새누리당 노판식 / 새정치민주연합 김종대 / 새누리당 조영명 / 새누리당 이상인 / 새정치민주연합 손태화 / 
경남,창원시성산구,구시군의원,새누리당 이찬호 / 통합진보당 정영주 / 새누리당 강호상 / 새정치민주연합 김삼모 / 무소속 노창섭 / 새누리당 강장순 / 통합진보당 김석규 / 
경남,창원시의창구,구시군의원,새누리당 김우돌 / 새누리당 김동수 / 새정치민주연합 김장하 / 새누리당 방종근 / 새정치민주연합 주철우 / 통합진보당 강영희 / 새누리당 이희철 / 새정치민주연합 공창섭 / 
경남,창원시의창구,구시군장,새누리당 안상수 / 
경남,창원시의창구,기초의원비례대표,새누리당 김영미 / 새누리당 배여진 / 새누리당 배옥숙 / 새정치민주연합 한은정 / 새정치민주연합 이민희 / 
경남,창원시진해구,구시군의원,새누리당 유원석 / 새누리당 김헌일 / 새누리당 박춘덕 / 새누리당 김성일 / 새누리당 이치우 / 무소속 김하용 / 새누리당 이해련 / 새누리당 전수명 / 
경남,통영시,구시군의원,새누리당 강정관 / 새누리당 유정철 / 새누리당 전병일 / 새누리당 문성덕 / 새누리당 손쾌환 / 새누리당 강혜원 / 무소속 구상식 / 새누리당 김만옥 / 무소속 강근식 / 새누리당 김미옥 / 무소속 황수배 / 
경남,통영시,구시군장,새누리당 김동진 / 
경남,통영시,기초의원비례대표,새누리당 김이순 / 새정치민주연합 배윤주 / 
경남,하동군,구시군의원,새누리당 김선규 / 무소속 김종환 / 새누리당 서임수 / 새누리당 김진태 / 무소속 정의근 / 새누리당 손영길 / 새누리당 성석경 / 새누리당 김봉학 / 무소속 하인호 / 
경남,하동군,구시군장,무소속 윤상기 / 
경남,하동군,기초의원비례대표,새누리당 강희순 / 새정치민주연합 강상례 / 
경남,함안군,구시군의원,새누리당 안상식 / 새누리당 제명철 / 통합진보당 김주석 / 새누리당 조현종 / 무소속 박용순 / 새누리당 김정선 / 무소속 권병철 / 새누리당 곽세훈 / 새누리당 김현수 / 
경남,함안군,구시군장,새누리당 차정섭 / 
경남,함안군,기초의원비례대표,새누리당 김윤란 / 
경남,함양군,구시군의원,새누리당 유성학 / 새누리당 박기정 / 새누리당 임재구 / 새누리당 황태진 / 새누리당 박용운 / 무소속 이경규 / 새누리당 박준석 / 새누리당 박병옥 / 무소속 김윤택 / 
경남,함양군,구시군장,새누리당 임창호 / 
경남,함양군,기초의원비례대표,새누리당 김정희 / 
경남,합천군,구시군의원,새누리당 박홍제 / 새누리당 이용균 / 새누리당 조삼술 / 새누리당 이창균 / 새누리당 박중무 / 무소속 석만진 / 무소속 김성만 / 새누리당 허종홍 / 무소속 배몽희 / 
경남,합천군,구시군장,새누리당 하창환 / 
경남,합천군,기초의원비례대표,새누리당 최정옥 / 새누리당 박안나 / 
경북,경산시,구시군의원,새누리당 최춘영 / 새누리당 최덕수 / 정의당 엄정애 / 새누리당 윤기현 / 새누리당 이기동 / 새누리당 이창대 / 무소속 강수명 / 새누리당 이천수 / 새누리당 정병택 / 무소속 안문길 / 새누리당 허순옥 / 새누리당 안주현 / 새누리당 김종근 / 
경북,경산시,구시군장,새누리당 최영조 / 
경북,경산시,기초의원비례대표,새누리당 박미옥 / 새누리당 이철식 / 
경북,경주시,구시군의원,새누리당 김성수 / 새누리당 한현태 / 새누리당 서호대 / 새누리당 이동은 / 새누리당 박귀룡 / 새누리당 한순희 / 무소속 손경익 / 새누리당 권영길 / 새누리당 엄순섭 / 새누리당 이철우 / 무소속 정문락 / 새누리당 김성규 / 무소속 윤병길 / 새누리당 김항대 / 새누리당 박승직 / 무소속 김동해 / 새누리당 최덕규 / 새누리당 김병도 / 
경북,경주시,구시군장,새누리당 최양식 / 
경북,경주시,기초의원비례대표,새누리당 김영희 / 새누리당 장동호 / 새정치민주연합 정현주 / 
경북,고령군,구시군의원,새누리당 이영희 / 새누리당 배영백 / 무소속 조영식 / 새누리당 이달호 / 새누리당 손형순 / 새누리당 김순분 / 
경북,고령군,구시군장,새누리당 곽용환 / 
경북,고령군,기초의원비례대표,새누리당 김경애 / 
경북,구미시,구시군의원,새누리당 김재상 / 새누리당 박세진 / 새정치민주연합 안장환 / 새누리당 손홍섭 / 새누리당 정하영 / 무소속 박교상 / 새누리당 김익수 / 무소속 김정곤 / 새누리당 김상조 / 무소속 허복 / 새누리당 안주찬 / 새누리당 윤영철 / 새누리당 김태근 / 새누리당 한성희 / 새누리당 권기만 / 무소속 윤종호 / 새누리당 임춘구 / 새누리당 양진오 / 새누리당 정근수 / 무소속 강승수 / 
경북,구미시,구시군장,새누리당 남유진 / 
경북,구미시,기초의원비례대표,새누리당 김복자 / 새누리당 김인배 / 새정치민주연합 김근아 / 
경북,군위군,구시군의원,새누리당 김정애 / 새누리당 김윤진 / 무소속 이혁준 / 새누리당 김영호 / 무소속 박창석 / 무소속 심칠 / 
경북,군위군,구시군장,무소속 김영만 / 
경북,군위군,기초의원비례대표,새누리당 홍복순 / 
경북,김천시,구시군의원,새누리당 백성철 / 새누리당 최원호 / 무소속 이우청 / 새누리당 진기상 / 새누리당 김세운 / 새누리당 박광수 / 새누리당 김병철 / 새누리당 황병학 / 새누리당 배낙호 / 새누리당 조익현 / 새누리당 이명기 / 무소속 이진화 / 새누리당 이선명 / 무소속 나영민 / 무소속 박희주 / 
경북,김천시,구시군장,새누리당 박보생 / 
경북,김천시,기초의원비례대표,새누리당 전계숙 / 새누리당 박근혜 / 
경북,문경시,구시군의원,새누리당 안직상 / 무소속 김지현 / 새누리당 이상진 / 새누리당 이응천 / 무소속 노태화 / 새누리당 김인호 / 새누리당 권영하 / 새누리당 김창기 / 새누리당 안광일 / 
경북,문경시,구시군장,새누리당 고윤환 / 
경북,문경시,기초의원비례대표,새누리당 김영옥 / 
경북,봉화군,구시군의원,새누리당 김희무 / 무소속 김영창 / 새누리당 김장한 / 새누리당 황재현 / 새누리당 김제일 / 무소속 권영준 / 무소속 이상식 / 
경북,봉화군,구시군장,새누리당 박노욱 / 
경북,봉화군,기초의원비례대표,새누리당 김상희 / 
경북,상주시,구시군의원,새누리당 황태하 / 새누리당 최경철 / 새누리당 김태희 / 무소속 안창수 / 새누리당 임부기 / 새누리당 남영숙 / 무소속 김성태 / 새누리당 조준섭 / 무소속 정재현 / 새누리당 김진욱 / 새누리당 정갑영 / 새누리당 김홍구 / 새누리당 안경숙 / 새누리당 변해광 / 무소속 이충후 / 
경북,상주시,구시군장,무소속 이정백 / 
경북,상주시,기초의원비례대표,새누리당 성재분 / 새누리당 민병조 / 
경북,성주군,구시군의원,새누리당 도정태 / 새누리당 이성재 / 새누리당 백철현 / 새누리당 배재만 / 새누리당 김명석 / 새누리당 배명호 / 새누리당 곽길영 / 
경북,성주군,구시군장,새누리당 김항곤 / 
경북,성주군,기초의원비례대표,새누리당 배복수 / 
경북,안동시,구시군의원,새누리당 김성진 / 무소속 정훈선 / 새누리당 권남희 / 새누리당 김은한 / 새누리당 김백현 / 새누리당 권기탁 / 새누리당 권기익 / 무소속 이재갑 / 새누리당 김한규 / 무소속 이상근 / 새누리당 권광택 / 무소속 김호석 / 새누리당 김대일 / 무소속 손광영 / 새누리당 김수현 / 무소속 김경도 / 
경북,안동시,구시군장,새누리당 권영세 / 
경북,안동시,기초의원비례대표,새누리당 이영자 / 새누리당 남윤찬 / 
경북,영덕군,구시군의원,새누리당 최재열 / 새누리당 이강석 / 무소속 하병두 / 새누리당 김성호 / 새누리당 박기조 / 새누리당 손달희 / 
경북,영덕군,구시군장,새누리당 이희진 / 
경북,영덕군,기초의원비례대표,새누리당 김은희 / 
경북,영양군,구시군의원,새누리당 김시홍 / 무소속 장영호 / 무소속 김형민 / 새누리당 이병국 / 새누리당 박상도 / 새누리당 김국현 / 
경북,영양군,구시군장,새누리당 권영택 / 
경북,영양군,기초의원비례대표,새누리당 오창옥 / 
경북,영주시,구시군의원,새누리당 이규덕 / 새누리당 이중호 / 새누리당 심재연 / 무소속 이영호 / 새누리당 장성태 / 새누리당 김현익 / 새누리당 강정구 / 새누리당 송명애 / 새누리당 신수인 / 무소속 이재형 / 새누리당 전영탁 / 새누리당 박찬훈 / 
경북,영주시,구시군장,새누리당 장욱현 / 
경북,영주시,기초의원비례대표,새누리당 황윤점 / 새누리당 이재욱 / 
경북,영천시,구시군의원,새누리당 이춘우 / 새누리당 모석종 / 새누리당 허순애 / 새누리당 정기택 / 새누리당 권호락 / 새누리당 정연복 / 새누리당 김영모 / 새누리당 전종천 / 새누리당 김찬주 / 무소속 이상근 / 
경북,영천시,구시군장,새누리당 김영석 / 
경북,영천시,기초의원비례대표,새누리당 김순화 / 새누리당 박보근 / 
경북,예천군,구시군의원,새누리당 이철우 / 무소속 황병일 / 새누리당 도국환 / 무소속 조경섭 / 새누리당 최병욱 / 무소속 정운오 / 새누리당 권영일 / 새누리당 김은수 / 
경북,예천군,구시군장,새누리당 이현준 / 
경북,예천군,기초의원비례대표,새누리당 김후남 / 
경북,울릉군,구시군의원,새누리당 최경환 / 새누리당 정인식 / 새누리당 정성환 / 무소속 공경식 / 새누리당 이철우 / 무소속 박인도 / 
경북,울릉군,구시군장,새누리당 최수일 / 
경북,울릉군,기초의원비례대표,새누리당 한남조 / 
경북,울진군,구시군의원,새누리당 임형욱 / 무소속 장시원 / 새누리당 장유덕 / 무소속 김창오 / 새누리당 백정례 / 새누리당 안순자 / 무소속 이세진 / 
경북,울진군,구시군장,새누리당 임광원 / 
경북,울진군,기초의원비례대표,새누리당 남은경 / 
경북,의성군,구시군의원,새누리당 배광우 / 새누리당 남동화 / 무소속 최유철 / 새누리당 김영수 / 새누리당 신원호 / 새누리당 김동준 / 새누리당 김진수 / 새누리당 우종우 / 새누리당 김명국 / 새누리당 정도진 / 무소속 서용환 / 
경북,의성군,구시군장,새누리당 김주수 / 
경북,의성군,기초의원비례대표,새누리당 임태선 / 새누리당 권순락 / 
경북,청도군,구시군의원,새누리당 김태율 / 새누리당 조성호 / 새누리당 예규대 / 새누리당 김태수 / 새누리당 양정석 / 무소속 변일규 / 
경북,청도군,구시군장,새누리당 이승율 / 
경북,청도군,기초의원비례대표,새누리당 김점숙 / 
경북,청송군,구시군의원,새누리당 이광호 / 새누리당 신효광 / 무소속 강경탁 / 새누리당 박승환 / 새누리당 이성우 / 무소속 현시학 / 
경북,청송군,구시군장,무소속 한동수 / 
경북,청송군,기초의원비례대표,새누리당 정미진 / 
경북,칠곡군,구시군의원,새누리당 정순재 / 새누리당 장재환 / 새누리당 배완섭 / 무소속 이택용 / 새누리당 장세학 / 새누리당 김학희 / 무소속 이재호 / 새누리당 이상천 / 무소속 조기석 / 
경북,칠곡군,구시군장,새누리당 백선기 / 
경북,칠곡군,기초의원비례대표,새누리당 한향숙 / 
경북,포항시남구,구시군의원,새누리당 김우현 / 새누리당 장복덕 / 새누리당 이상근 / 새누리당 문명호 / 무소속 이순동 / 새누리당 정해종 / 새누리당 방진길 / 새누리당 이나겸 / 새누리당 이해수 / 새누리당 정석준 / 새누리당 이상훈 / 새누리당 서재원 / 새누리당 이동걸 / 새누리당 이재진 / 
경북,포항시남구,구시군장,새누리당 이강덕 / 
경북,포항시남구,기초의원비례대표,새누리당 강필순 / 새누리당 이용성 / 새누리당 홍필남 / 새정치민주연합 박희정 / 
경북,포항시북구,구시군의원,새누리당 이칠구 / 새누리당 백강훈 / 무소속 박경열 / 새누리당 한진욱 / 새누리당 정수화 / 새누리당 차동찬 / 새누리당 백인규 / 새누리당 김일만 / 새누리당 안병국 / 새누리당 김상원 / 무소속 복덕규 / 새누리당 박승훈 / 새누리당 김성조 / 새정치민주연합 김상민 / 
광주,광산구,구시군의원,새누리당 박삼용 / 새정치민주연합 정병채 / 새정치민주연합 김동권 / 새정치민주연합 차경섭 / 새정치민주연합 김광란 / 새정치민주연합 이영순 / 통합진보당 김선미 / 새정치민주연합 이준형 / 새정치민주연합 조상현 / 통합진보당 정진아 / 새정치민주연합 조승유 / 새정치민주연합 최병식 / 새정치민주연합 김동호 / 새정치민주연합 임이엽 / 
광주,광산구,구시군장,새정치민주연합 민형배 / 
광주,광산구,기초의원비례대표,새정치민주연합 정경남 / 새정치민주연합 최순이 / 
광주,남구(광주),구시군의원,새정치민주연합 강원호 / 새정치민주연합 남광인 / 새정치민주연합 김점기 / 새정치민주연합 박용화 / 새정치민주연합 이창호 / 새정치민주연합 박희율 / 새정치민주연합 조기주 / 새정치민주연합 하주아 / 통합진보당 배진하 / 
광주,남구(광주),구시군장,새정치민주연합 최영호 / 
광주,남구(광주),기초의원비례대표,새정치민주연합 임순애 / 새정치민주연합 황경아 / 
광주,동구,구시군의원,새정치민주연합 조승민 / 새정치민주연합 김성숙 / 무소속 홍기월 / 새정치민주연합 조기춘 / 새정치민주연합 이선순 / 새정치민주연합 박대현 / 무소속 박종균 / 
광주,동구,구시군장,새정치민주연합 노희용 / 
광주,동구,기초의원비례대표,새정치민주연합 전영원 / 
광주,북구(광주),구시군의원,새정치민주연합 고점례 / 통합진보당 고영봉 / 새정치민주연합 심재섭 / 새정치민주연합 최무송 / 새정치민주연합 마광민 / 새정치민주연합 최기영 / 새정치민주연합 신수정 / 새정치민주연합 최홍용 / 새정치민주연합 조석호 / 새정치민주연합 이부일 / 통합진보당 소재섭 / 새정치민주연합 이창재 / 새정치민주연합 양일옥 / 통합진보당 김현정 / 새정치민주연합 김상훈 / 새정치민주연합 이관식 / 새정치민주연합 이병석 / 새정치민주연합 유관운 / 
광주,북구(광주),구시군장,새정치민주연합 송광운 / 
광주,북구(광주),기초의원비례대표,새정치민주연합 김영순 / 새정치민주연합 장영희 / 
광주,서구(광주),구시군의원,새정치민주연합 장재성 / 새정치민주연합 김광태 / 통합진보당 이대행 / 새정치민주연합 오광록 / 새정치민주연합 오광교 / 통합진보당 김태진 / 새정치민주연합 이동춘 / 새정치민주연합 백종한 / 새정치민주연합 황현택 / 새정치민주연합 김옥수 / 통합진보당 김은아 / 
광주,서구(광주),구시군장,새정치민주연합 임우진 / 
광주,서구(광주),기초의원비례대표,새정치민주연합 정순애 / 새정치민주연합 윤정민 / 
대구,남구(대구),구시군의원,새누리당 서석만 / 새누리당 배문현 / 새누리당 박우근 / 새누리당 홍대환 / 새누리당 권오준 / 무소속 송순옥 / 새누리당 김종숙 / 무소속 박순옥 / 
대구,남구(대구),구시군장,새누리당 임병헌 / 
대구,남구(대구),기초의원비례대표,새누리당 이정숙 / 
대구,달서구,구시군의원,새누리당 안대국 / 무소속 이영애 / 새누리당 서재령 / 무소속 장태완 / 새누리당 김화덕 / 새정치민주연합 이유경 / 무소속 허시영 / 새누리당 배보용 / 새누리당 박왕규 / 새누리당 배용식 / 새정치민주연합 김성태 / 새누리당 김해철 / 새누리당 우점기 / 새누리당 황순자 / 새누리당 박병태 / 새누리당 이기주 / 새누리당 구상모 / 새정치민주연합 박병주 / 새누리당 이천옥 / 새누리당 전태선 / 새정치민주연합 김귀화 / 
대구,달서구,구시군장,새누리당 곽대훈 / 
대구,달서구,기초의원비례대표,새누리당 서정효 / 새누리당 최상극 / 새정치민주연합 홍복조 / 
대구,달성군,구시군의원,새누리당 하중환 / 새누리당 하용하 / 새누리당 구자학 / 새누리당 채명지 / 새누리당 김상영 / 새누리당 김성택 / 무소속 엄윤탁 / 
대구,달성군,구시군장,새누리당 김문오 / 
대구,달성군,기초의원비례대표,새누리당 신영희 / 
대구,동구,구시군의원,새누리당 권오수 / 새누리당 전영권 / 새정치민주연합 김원재 / 새누리당 김옥란 / 새누리당 신종하 / 새누리당 박소영 / 새누리당 차수환 / 새누리당 김종태 / 새누리당 서정해 / 새누리당 허진구 / 새누리당 이재숙 / 새누리당 최대석 / 새누리당 정인숙 / 새누리당 최걸영 / 
대구,동구,구시군장,새누리당 강대식 / 
대구,동구,기초의원비례대표,새누리당 박종희 / 새정치민주연합 노남옥 / 
대구,북구(대구),구시군의원,새누리당 고인경 / 새누리당 이성재 / 새누리당 김상혁 / 무소속 이강열 / 새누리당 백종현 / 새누리당 차대식 / 무소속 유병철 / 새누리당 이승훈 / 새누리당 이차수 / 새정치민주연합 이헌태 / 새누리당 이동욱 / 새누리당 황영만 / 새누리당 윤은경 / 정의당 이영재 / 새누리당 김재용 / 새누리당 하병문 / 새누리당 김준호 / 새누리당 구본탁 / 
대구,북구(대구),구시군장,새누리당 배광식 / 
대구,북구(대구),기초의원비례대표,새누리당 신경희 / 새정치민주연합 장윤영 / 
대구,서구(대구),구시군의원,새누리당 안영철 / 새누리당 김진출 / 새누리당 정영수 / 새누리당 조영순 / 새정치민주연합 오세광 / 새누리당 홍병헌 / 새누리당 임태상 / 새누리당 김종록 / 새누리당 김준범 / 노동당 장태수 / 
대구,서구(대구),구시군장,새누리당 류한국 / 
대구,서구(대구),기초의원비례대표,새누리당 손복자 / 새누리당 김경호 / 
대구,수성구,구시군의원,새누리당 황기호 / 무소속 김희섭 / 새누리당 유춘근 / 새누리당 김숙자 / 새정치민주연합 강민구 / 새누리당 최진태 / 새누리당 김삼조 / 새누리당 강석훈 / 정의당 김성년 / 무소속 서상국 / 새누리당 홍경임 / 새누리당 김진환 / 새누리당 박소현 / 새누리당 조규화 / 새누리당 조용성 / 무소속 박원식 / 새누리당 김태원 / 무소속 석철 / 
대구,수성구,구시군장,새누리당 이진훈 / 
대구,수성구,기초의원비례대표,새누리당 이영선 / 새정치민주연합 정애향 / 
대구,중구(대구),구시군의원,새누리당 김중호 / 새누리당 홍인표 / 새정치민주연합 신범식 / 새누리당 이만규 / 새누리당 배삼용 / 무소속 오상석 / 
대구,중구(대구),구시군장,새누리당 윤순영 / 
대구,중구(대구),기초의원비례대표,새누리당 김영숙 / 
대전,대덕구,구시군의원,새누리당 김금자 / 새정치민주연합 박종래 / 새누리당 윤성환 / 새누리당 김수연 / 새정치민주연합 이금자 / 새누리당 박현주 / 새정치민주연합 문성원 / 새정치민주연합 이세형 / 
대전,대덕구,구시군장,새누리당 박수범 / 
대전,대덕구,기초의원비례대표,새정치민주연합 서미경 / 
대전,동구,구시군의원,새누리당 오관영 / 새정치민주연합 강정규 / 새누리당 박선용 / 새정치민주연합 심현보 / 새누리당 김종성 / 새누리당 유택호 / 새정치민주연합 송석범 / 새누리당 원용석 / 새정치민주연합 이나영 / 
대전,동구,구시군장,새정치민주연합 한현택 / 
대전,동구,기초의원비례대표,새누리당 박영순 / 새정치민주연합 박민자 / 
대전,서구(대전),구시군의원,새누리당 박양주 / 새정치민주연합 최규 / 새정치민주연합 김영미 / 새누리당 조성호 / 새누리당 장미화 / 새정치민주연합 이광복 / 새누리당 박종배 / 새정치민주연합 류명현 / 새정치민주연합 장진섭 / 새누리당 김경석 / 새정치민주연합 최치상 / 새정치민주연합 손혜미 / 새누리당 김철권 / 새정치민주연합 김창관 / 새정치민주연합 홍준기 / 새누리당 이한영 / 새누리당 윤황식 / 새정치민주연합 이선용 / 
대전,서구(대전),구시군장,새정치민주연합 장종태 / 
대전,서구(대전),기초의원비례대표,새누리당 정현서 / 새정치민주연합 전명자 / 
대전,유성구,구시군의원,새누리당 권영진 / 새누리당 송봉식 / 새정치민주연합 민태권 / 새정치민주연합 김양경 / 새정치민주연합 노승연 / 새누리당 설장수 / 새정치민주연합 하경옥 / 새누리당 이희환 / 새정치민주연합 구본환 / 
대전,유성구,구시군장,새정치민주연합 허태정 / 
대전,유성구,기초의원비례대표,새누리당 강숙자 / 새정치민주연합 이금선 / 
대전,중구(대전),구시군의원,새누리당 김연수 / 새정치민주연합 육상래 / 새정치민주연합 하재붕 / 새누리당 이정수 / 새정치민주연합 김귀태 / 새누리당 문제광 / 새정치민주연합 유수열 / 새누리당 조재철 / 새누리당 최경식 / 새정치민주연합 홍순국 / 
대전,중구(대전),구시군장,새정치민주연합 박용갑 / 
대전,중구(대전),기초의원비례대표,새누리당 박주화 / 새정치민주연합 오인애 / 
부산,강서구(부산),구시군의원,새누리당 김부근 / 새정치민주연합 손동호 / 무소속 조현상 / 새누리당 정옥영 / 새정치민주연합 전태섭 / 무소속 최일근 / 
부산,강서구(부산),구시군장,새누리당 노기태 / 
부산,강서구(부산),기초의원비례대표,새누리당 이혜미 / 
부산,금정구,구시군의원,새누리당 김성수 / 새정치민주연합 조준영 / 새누리당 김경윤 / 새정치민주연합 정종민 / 새누리당 홍완표 / 새정치민주연합 정미영 / 새누리당 김호숙 / 새정치민주연합 박종성 / 새누리당 박정운 / 새누리당 최봉환 / 새정치민주연합 박인영 / 
부산,금정구,구시군장,새누리당 원정희 / 
부산,금정구,기초의원비례대표,새누리당 하은미 / 새정치민주연합 오희주 / 
부산,기장군,구시군의원,새누리당 백영희 / 새누리당 김정우 / 새정치민주연합 이현만 / 새누리당 김대군 / 새누리당 박홍복 / 새누리당 이승우 / 새정치민주연합 권상섭 / 
부산,기장군,구시군장,무소속 오규석 / 
부산,기장군,기초의원비례대표,새누리당 문정숙 / 
부산,남구(부산),구시군의원,새누리당 김병태 / 새정치민주연합 정희영 / 새누리당 조상진 / 새정치민주연합 박기홍 / 새누리당 박미순 / 새정치민주연합 유장근 / 새누리당 김광명 / 새정치민주연합 반선호 / 새누리당 송상일 / 새누리당 성동환 / 새정치민주연합 박재범 / 새누리당 이호승 / 새정치민주연합 이강영 / 
부산,남구(부산),구시군장,새누리당 이종철 / 
부산,남구(부산),기초의원비례대표,새누리당 윤명희 / 새정치민주연합 김성경 / 
부산,동구,구시군의원,새누리당 이상태 / 무소속 이철조 / 새누리당 이상욱 / 무소속 박충남 / 새누리당 오미라 / 새누리당 이강석 / 새정치민주연합 박동철 / 
부산,동구,구시군장,새누리당 박삼석 / 
부산,동구,기초의원비례대표,새누리당 오홍자 / 
부산,동래구,구시군의원,새누리당 배종관 / 새정치민주연합 백홍두 / 새누리당 장성우 / 새누리당 최수용 / 새정치민주연합 하성기 / 새누리당 정명규 / 새정치민주연합 류숙현 / 새누리당 박홍제 / 새누리당 천만호 / 새정치민주연합 안성태 / 
부산,동래구,구시군장,새누리당 전광우 / 
부산,동래구,기초의원비례대표,새누리당 여태자 / 새정치민주연합 주순희 / 
