시도명,구시군명,선거명,기초의원들
부산,부산진구,구시군의원,새누리당 박희용 / 새정치민주연합 장강식 / 새누리당 문영미 / 새누리당 이석조 / 새정치민주연합 배용준 / 새누리당 석광준 / 새정치민주연합 김태수 / 새누리당 이영석 / 새정치민주연합 정상채 / 새누리당 김동효 / 새정치민주연합 손용구 / 새누리당 김재운 / 새누리당 김진수 / 새누리당 배영숙 / 새누리당 권수용 / 새누리당 강외희 / 새정치민주연합 류종주 / 
부산,부산진구,구시군장,새누리당 하계열 / 
부산,부산진구,기초의원비례대표,새누리당 안남연 / 새정치민주연합 김선순 / 
부산,북구(부산),구시군의원,새누리당 김정방 / 새정치민주연합 김만종 / 새누리당 김효정 / 새정치민주연합 문영남 / 새누리당 고관호 / 새정치민주연합 문영경 / 새누리당 윤인자 / 새정치민주연합 이동호 / 새누리당 윤성만 / 새정치민주연합 이선주 / 새정치민주연합 정기수 / 
부산,북구(부산),구시군장,새누리당 황재관 / 
부산,북구(부산),기초의원비례대표,새누리당 권영숙 / 새정치민주연합 성효림 / 
부산,사상구,구시군의원,새누리당 정효진 / 새정치민주연합 김민원 / 새누리당 조송은 / 새누리당 이종구 / 새누리당 김정언 / 새정치민주연합 정성렬 / 새누리당 양두영 / 새정치민주연합 김두현 / 새누리당 이상관 / 새정치민주연합 장인수 / 
부산,사상구,구시군장,새누리당 송숙희 / 
부산,사상구,기초의원비례대표,새누리당 김춘화 / 새정치민주연합 황윤경 / 
부산,사하구,구시군의원,새누리당 노승중 / 새정치민주연합 김동하 / 무소속 배진수 / 새누리당 조문선 / 새누리당 강달수 / 새정치민주연합 전원석 / 새누리당 채창섭 / 새누리당 최영만 / 새정치민주연합 이용덕 / 새누리당 배관구 / 새정치민주연합 이병관 / 새누리당 박정순 / 새정치민주연합 오다겸 / 
부산,사하구,구시군장,새누리당 이경훈 / 
부산,사하구,기초의원비례대표,새누리당 전영애 / 새정치민주연합 허선례 / 
부산,서구(부산),구시군의원,새누리당 류차열 / 새정치민주연합 정진영 / 새누리당 이석희 / 새누리당 송상조 / 새누리당 김영전 / 무소속 엄주정 / 새누리당 변태환 / 새정치민주연합 이정향 / 
부산,서구(부산),구시군장,새누리당 박극제 / 
부산,서구(부산),기초의원비례대표,새누리당 배은주 / 
부산,수영구,구시군의원,새누리당 이정희 / 새정치민주연합 이정화 / 새누리당 이애라 / 새정치민주연합 박경훈 / 새누리당 김정수 / 새누리당 김덕수 / 새정치민주연합 장성기 / 
부산,수영구,구시군장,새누리당 박현욱 / 
부산,수영구,기초의원비례대표,새누리당 곽봉자 / 
부산,연제구,구시군의원,새누리당 박재식 / 새누리당 한근아 / 새정치민주연합 김광수 / 새누리당 주석수 / 새정치민주연합 김봉석 / 새누리당 이헌조 / 새누리당 김용을 / 새누리당 김원오 / 통합진보당 노정현 / 
부산,연제구,구시군장,새누리당 이위준 / 
부산,연제구,기초의원비례대표,새누리당 김옥란 / 
부산,영도구,구시군의원,새누리당 심윤정 / 새누리당 이경춘 / 새누리당 김재식 / 새정치민주연합 김지영 / 새누리당 고대영 / 새정치민주연합 박성윤 / 새누리당 한영현 / 새정치민주연합 정태복 / 
부산,영도구,구시군장,새누리당 어윤태 / 
부산,영도구,기초의원비례대표,새누리당 안주현 / 
부산,중구(부산),구시군의원,새누리당 이길희 / 새누리당 금동욱 / 새정치민주연합 김시형 / 새누리당 김영면 / 새정치민주연합 황병연 / 무소속 최진봉 / 
부산,중구(부산),구시군장,새누리당 김은숙 / 
부산,중구(부산),기초의원비례대표,새누리당 윤정운 / 
부산,해운대구,구시군의원,새누리당 손유정 / 새누리당 한병철 / 새정치민주연합 심윤정 / 새누리당 정성철 / 새정치민주연합 최영곤 / 새누리당 임말숙 / 새정치민주연합 박욱영 / 새누리당 홍성운 / 새누리당 서강식 / 새누리당 이문환 / 새정치민주연합 김삼수 / 새누리당 조영진 / 새정치민주연합 이명원 / 새누리당 황병두 / 새누리당 서정학 / 
부산,해운대구,구시군장,새누리당 백선기 / 
부산,해운대구,기초의원비례대표,새누리당 오경미 / 새정치민주연합 유점자 / 
서울,강남구,구시군의원,새누리당 양승미 / 새정치민주연합 송만호 / 새누리당 이재민 / 새정치민주연합 여선웅 / 새누리당 김명옥 / 새정치민주연합 서경원 / 새누리당 이재진 / 새누리당 한용대 / 새정치민주연합 이관수 / 새누리당 박남순 / 새정치민주연합 이경옥 / 새누리당 최민숙 / 새정치민주연합 문인옥 / 새누리당 오완진 / 새정치민주연합 문백한 / 새누리당 이호귀 / 새누리당 김병호 / 새정치민주연합 윤선근 / 
서울,강남구,구시군장,새누리당 신연희 / 
서울,강남구,기초의원비례대표,새누리당 이인화 / 새누리당 최중현 / 새정치민주연합 김광심 / 
서울,강동구,구시군의원,새누리당 조용구 / 새정치민주연합 이준형 / 새누리당 박재윤 / 새정치민주연합 성임제 / 새누리당 신윤재 / 새정치민주연합 박찬호 / 새누리당 김용철 / 새정치민주연합 임춘희 / 새누리당 제갑섭 / 새정치민주연합 김종범 / 새누리당 조동탁 / 새정치민주연합 송명화 / 새누리당 김영철 / 새정치민주연합 황인구 / 새누리당 안병덕 / 새정치민주연합 김연후 / 
서울,강동구,구시군장,새정치민주연합 이해식 / 
서울,강동구,기초의원비례대표,새누리당 신무연 / 새정치민주연합 황주영 / 
서울,강북구,구시군의원,새누리당 유인애 / 새정치민주연합 김영준 / 새정치민주연합 김동식 / 새누리당 장동우 / 새정치민주연합 김도연 / 새정치민주연합 이백균 / 새누리당 이정식 / 새정치민주연합 이용균 / 새정치민주연합 이영심 / 새누리당 한동진 / 새정치민주연합 박문수 / 무소속 구본승 / 
서울,강북구,구시군장,새정치민주연합 박겸수 / 
서울,강북구,기초의원비례대표,새누리당 김명숙 / 새정치민주연합 강선경 / 
서울,강서구(서울),구시군의원,새누리당 고재익 / 새정치민주연합 이의걸 / 새정치민주연합 조기만 / 새누리당 김용원 / 새정치민주연합 박상구 / 새누리당 경기문 / 새정치민주연합 김병진 / 새누리당 황동현 / 새정치민주연합 장상기 / 새정치민주연합 신창욱 / 새누리당 김동협 / 새정치민주연합 곽판구 / 새누리당 심근수 / 새정치민주연합 공병선 / 새누리당 탁수명 / 새정치민주연합 이영철 / 새누리당 김성진 / 새정치민주연합 이연구 / 
서울,강서구(서울),구시군장,새정치민주연합 노현송 / 
서울,강서구(서울),기초의원비례대표,새누리당 강미영 / 새정치민주연합 정정희 / 
서울,관악구,구시군의원,새누리당 김종길 / 새누리당 임춘수 / 새정치민주연합 송도호 / 새누리당 임창빈 / 새정치민주연합 이성심 / 새누리당 백성원 / 새정치민주연합 장현수 / 새정치민주연합 오준섭 / 새누리당 권오식 / 새정치민주연합 왕정순 / 새누리당 반명순 / 새정치민주연합 주순자 / 새정치민주연합 소남열 / 새누리당 민영진 / 새정치민주연합 길용환 / 새누리당 장동식 / 새정치민주연합 송정애 / 새누리당 이동일 / 새정치민주연합 김정애 / 
서울,관악구,구시군장,새정치민주연합 유종필 / 
서울,관악구,기초의원비례대표,새누리당 차정희 / 새정치민주연합 곽광자 / 새정치민주연합 권미성 / 
서울,광진구,구시군의원,새누리당 안문환 / 새누리당 공영목 / 새정치민주연합 전병주 / 새누리당 이상욱 / 새정치민주연합 김기란 / 새정치민주연합 고양석 / 새누리당 김영옥 / 새정치민주연합 박삼례 / 새정치민주연합 김수범 / 새누리당 정관훈 / 새정치민주연합 김창현 / 새정치민주연합 지경원 / 
서울,광진구,구시군장,새정치민주연합 김기동 / 
서울,광진구,기초의원비례대표,새누리당 김기선 / 새정치민주연합 오현정 / 
서울,구로구,구시군의원,새정치민주연합 박칠성 / 새누리당 박용순 / 새누리당 최숙자 / 새정치민주연합 박종현 / 새누리당 서호연 / 새정치민주연합 이호대 / 새누리당 정대근 / 새정치민주연합 김영곤 / 새정치민주연합 윤수찬 / 새누리당 박평길 / 새정치민주연합 박동웅 / 새누리당 곽윤희 / 새정치민주연합 김명조 / 노동당 김희서 / 
서울,구로구,구시군장,새정치민주연합 이성 / 
서울,구로구,기초의원비례대표,새누리당 박종여 / 새정치민주연합 정동순 / 
서울,금천구,구시군의원,새누리당 박찬길 / 새정치민주연합 김경완 / 새누리당 정병재 / 새정치민주연합 강태섭 / 무소속 김영섭 / 새누리당 김용진 / 새정치민주연합 백승권 / 새누리당 박만선 / 새정치민주연합 류명기 / 
서울,금천구,구시군장,새정치민주연합 차성수 / 
서울,금천구,기초의원비례대표,새정치민주연합 이경옥 / 
서울,노원구,구시군의원,새누리당 변석주 / 새정치민주연합 오광택 / 새정치민주연합 오한아 / 새누리당 임재혁 / 새정치민주연합 최윤남 / 새정치민주연합 정도열 / 새누리당 김경태 / 새정치민주연합 봉양순 / 새정치민주연합 정성욱 / 새누리당 마은주 / 새정치민주연합 이경철 / 새정치민주연합 김승애 / 새누리당 손명영 / 새정치민주연합 김미영 / 새정치민주연합 김치환 / 새누리당 이한국 / 새정치민주연합 송인기 / 새정치민주연합 김용우 / 
서울,노원구,구시군장,새정치민주연합 김성환 / 
서울,노원구,기초의원비례대표,새누리당 주연숙 / 새정치민주연합 이은주 / 새정치민주연합 김운화 / 
서울,도봉구,구시군의원,새누리당 이경숙 / 새정치민주연합 이영숙 / 새정치민주연합 강철웅 / 새누리당 이근옥 / 새누리당 홍국표 / 새정치민주연합 박진식 / 새누리당 차명자 / 새정치민주연합 조숙자 / 새누리당 이은림 / 새정치민주연합 이성희 / 새누리당 강신만 / 새정치민주연합 이태용 / 
서울,도봉구,구시군장,새정치민주연합 이동진 / 
서울,도봉구,기초의원비례대표,새누리당 김미자 / 새정치민주연합 유기훈 / 
서울,동대문구,구시군의원,새누리당 이순영 / 새정치민주연합 김남길 / 새누리당 주정 / 새정치민주연합 이영남 / 새누리당 오세찬 / 새정치민주연합 오중석 / 새누리당 정승환 / 새정치민주연합 김창규 / 새누리당 구병석 / 새정치민주연합 김명곤 / 새누리당 신현수 / 새정치민주연합 이현주 / 새누리당 신복자 / 새정치민주연합 김수규 / 새누리당 권재혁 / 새정치민주연합 이태인 / 
서울,동대문구,구시군장,새정치민주연합 유덕열 / 
서울,동대문구,기초의원비례대표,새누리당 임현숙 / 새정치민주연합 이의안 / 
서울,동작구,구시군의원,새누리당 양창원 / 새정치민주연합 전갑봉 / 새누리당 이봉준 / 새정치민주연합 김명기 / 새누리당 김성근 / 새정치민주연합 유태철 / 새누리당 최민규 / 새정치민주연합 김재열 / 새누리당 김현상 / 새정치민주연합 신희근 / 새누리당 최정아 / 새정치민주연합 최정춘 / 새누리당 황동혁 / 새정치민주연합 강한옥 / 새정치민주연합 서정택 / 
서울,동작구,구시군장,새정치민주연합 이창우 / 
서울,동작구,기초의원비례대표,새누리당 김주은 / 새정치민주연합 김순희 / 
서울,마포구,구시군의원,새정치민주연합 이동주 / 새누리당 서종수 / 새누리당 문정애 / 새정치민주연합 이필례 / 새누리당 이학래 / 새정치민주연합 허정행 / 새누리당 김효식 / 새정치민주연합 전승학 / 새누리당 송병길 / 새정치민주연합 이봉수 / 새누리당 유호렬 / 새정치민주연합 한일용 / 새누리당 차재홍 / 새정치민주연합 김영미 / 새누리당 백남환 / 새정치민주연합 신종갑 / 
서울,마포구,구시군장,새정치민주연합 박홍섭 / 
서울,마포구,기초의원비례대표,새누리당 김윤정 / 새정치민주연합 강희향 / 
서울,서대문구,구시군의원,새누리당 이진삼 / 새정치민주연합 류상호 / 새정치민주연합 장숙이 / 새누리당 이기수 / 새정치민주연합 김호진 / 새누리당 이경선 / 새정치민주연합 박경희 / 새누리당 홍길식 / 새정치민주연합 서호성 / 새정치민주연합 황춘하 / 새누리당 김순길 / 새누리당 이기돈 / 새정치민주연합 박상홍 / 
서울,서대문구,구시군장,새정치민주연합 문석진 / 
서울,서대문구,기초의원비례대표,새누리당 윤선경 / 새정치민주연합 김혜미 / 
서울,서초구,구시군의원,새누리당 오세철 / 새누리당 최유희 / 새정치민주연합 이진규 / 새누리당 최병홍 / 새누리당 고선재 / 새정치민주연합 김안숙 / 새누리당 이준우 / 새정치민주연합 문병훈 / 새누리당 김수한 / 새정치민주연합 안종숙 / 새누리당 권영중 / 새누리당 정덕모 / 새정치민주연합 용덕식 / 
서울,서초구,구시군장,새누리당 조은희 / 
서울,서초구,기초의원비례대표,새누리당 최미영 / 새정치민주연합 장옥준 / 
서울,성동구,구시군의원,새누리당 엄경석 / 새정치민주연합 문복란 / 무소속 임종기 / 새누리당 신동욱 / 새정치민주연합 이성수 / 새정치민주연합 윤종욱 / 새누리당 이상철 / 새정치민주연합 김해선 / 새정치민주연합 김종곤 / 새누리당 박정기 / 새정치민주연합 김달호 / 새정치민주연합 박경준 / 
서울,성동구,구시군장,새정치민주연합 정원오 / 
서울,성동구,기초의원비례대표,새누리당 은복실 / 새정치민주연합 남연희 / 
서울,성북구,구시군의원,새누리당 송대식 / 새정치민주연합 임태근 / 새누리당 유경상 / 새정치민주연합 김춘례 / 새정치민주연합 윤만환 / 새누리당 김원중 / 새정치민주연합 목소영 / 새정치민주연합 이광남 / 새누리당 송영옥 / 새정치민주연합 조민국 / 새누리당 권영애 / 새정치민주연합 오중균 / 새누리당 박학동 / 새정치민주연합 정형진 / 새정치민주연합 이인순 / 새정치민주연합 김일영 / 새누리당 진선아 / 새누리당 김태수 / 새정치민주연합 김동수 / 
서울,성북구,구시군장,새정치민주연합 김영배 / 
서울,성북구,기초의원비례대표,새누리당 김률희 / 새정치민주연합 이미영 / 새정치민주연합 안향자 / 
서울,송파구,구시군의원,새누리당 김중광 / 새정치민주연합 윤영한 / 새정치민주연합 노승재 / 새누리당 이배철 / 새정치민주연합 이정미 / 새누리당 유영수 / 새정치민주연합 박재현 / 새누리당 김순애 / 새누리당 이명재 / 새정치민주연합 안성화 / 새누리당 이혜숙 / 새정치민주연합 이성자 / 새정치민주연합 김대규 / 새누리당 임춘대 / 새정치민주연합 김상채 / 새누리당 최윤순 / 새정치민주연합 이정인 / 새정치민주연합 류승보 / 새누리당 박인섭 / 새누리당 채관석 / 새정치민주연합 나봉숙 / 새누리당 문윤원 / 새정치민주연합 유정인 / 
서울,송파구,구시군장,새누리당 박춘희 / 
서울,송파구,기초의원비례대표,새누리당 김정자 / 새누리당 최은영 / 새정치민주연합 김정열 / 
서울,양천구,구시군의원,새누리당 박태문 / 새정치민주연합 서병완 / 새누리당 전희수 / 새정치민주연합 안택순 / 새누리당 조재현 / 새정치민주연합 이동만 / 새누리당 나상희 / 새정치민주연합 박순주 / 새누리당 조진호 / 새정치민주연합 심광식 / 새누리당 김영주 / 새정치민주연합 이강길 / 새누리당 오진환 / 새정치민주연합 강연숙 / 새정치민주연합 신상균 / 새누리당 문병상 / 
서울,양천구,구시군장,새정치민주연합 김수영 / 
서울,양천구,기초의원비례대표,새누리당 최혜숙 / 새정치민주연합 임정옥 / 
서울,영등포구,구시군의원,새누리당 김재진 / 새정치민주연합 정선희 / 새누리당 강복희 / 새정치민주연합 고기판 / 새누리당 김용범 / 새정치민주연합 김길자 / 새누리당 이용주 / 새정치민주연합 윤준용 / 새누리당 정영출 / 새정치민주연합 박미영 / 새누리당 권영식 / 새정치민주연합 허홍석 / 새누리당 박유규 / 새누리당 박정자 / 새정치민주연합 유승용 / 
서울,영등포구,구시군장,새정치민주연합 조길형 / 
서울,영등포구,기초의원비례대표,새누리당 마숙란 / 새정치민주연합 박정신 / 
서울,용산구,구시군의원,새누리당 김정재 / 새정치민주연합 황금선 / 새누리당 이상순 / 새정치민주연합 김성열 / 새누리당 김경대 / 새정치민주연합 김철식 / 새누리당 박길준 / 새정치민주연합 장정호 / 새누리당 박희영 / 새누리당 김정준 / 새정치민주연합 윤성국 / 
서울,용산구,구시군장,새정치민주연합 성장현 / 
서울,용산구,기초의원비례대표,새누리당 고진숙 / 새정치민주연합 김경실 / 
서울,은평구,구시군의원,새정치민주연합 박용근 / 새누리당 채근배 / 새누리당 구자성 / 새정치민주연합 성흠제 / 새누리당 김규배 / 새정치민주연합 문규주 / 새누리당 조수학 / 새정치민주연합 장창익 / 새누리당 유명란 / 새정치민주연합 기노만 / 새누리당 고영호 / 새정치민주연합 이연옥 / 새누리당 소심향 / 새정치민주연합 신성진 / 새누리당 박등규 / 새정치민주연합 조정환 / 새정치민주연합 문근식 / 
서울,은평구,구시군장,새정치민주연합 김우영 / 
서울,은평구,기초의원비례대표,새누리당 정병호 / 새정치민주연합 권순선 / 
서울,종로구,구시군의원,새누리당 배효이 / 새정치민주연합 경점순 / 새누리당 윤종복 / 새정치민주연합 안재홍 / 새누리당 김준영 / 새정치민주연합 박노섭 / 새누리당 이재광 / 새정치민주연합 선상선 / 새정치민주연합 김복동 / 
서울,종로구,구시군장,새정치민주연합 김영종 / 
서울,종로구,기초의원비례대표,새누리당 이미자 / 새정치민주연합 유양순 / 
서울,중구(서울),구시군의원,새누리당 정희창 / 새정치민주연합 김영선 / 새누리당 고문식 / 새정치민주연합 변창윤 / 새누리당 김기래 / 새정치민주연합 양은미 / 새누리당 이화묵 / 새정치민주연합 양찬현 / 
서울,중구(서울),구시군장,새누리당 최창식 / 
서울,중구(서울),기초의원비례대표,새정치민주연합 이경일 / 
서울,중랑구,구시군의원,새누리당 김명찬 / 새정치민주연합 이영실 / 새누리당 조성연 / 새정치민주연합 서인서 / 새누리당 홍성욱 / 새정치민주연합 조회선 / 새정치민주연합 조희종 / 새누리당 김윤수 / 새정치민주연합 박승진 / 새누리당 김영숙 / 새정치민주연합 강대호 / 새누리당 왕보현 / 새정치민주연합 은승희 / 새누리당 김진영 / 새정치민주연합 최경보 / 
서울,중랑구,구시군장,새누리당 나진구 / 
서울,중랑구,기초의원비례대표,새누리당 장신자 / 새정치민주연합 이현배 / 
울산,남구(울산),구시군의원,새누리당 이종찬 / 새누리당 안수일 / 새누리당 김영석 / 무소속 박성진 / 새누리당 임용식 / 새누리당 안대룡 / 새누리당 방인섭 / 통합진보당 조남애 / 새누리당 김동칠 / 새누리당 박미라 / 새누리당 김춘섭 / 통합진보당 김만현 / 
울산,남구(울산),구시군장,새누리당 서동욱 / 
울산,남구(울산),기초의원비례대표,새누리당 김미연 / 새정치민주연합 이미영 / 
울산,동구,구시군의원,새누리당 김수종 / 새누리당 박은심 / 통합진보당 홍철호 / 새누리당 홍유준 / 통합진보당 이생환 / 새누리당 장만복 / 노동당 김원배 / 
울산,동구,구시군장,새누리당 권명호 / 
울산,동구,기초의원비례대표,새누리당 박경옥 / 
울산,북구(울산),구시군의원,새누리당 이상육 / 통합진보당 안승찬 / 새누리당 이수선 / 통합진보당 윤치용 / 새누리당 백현조 / 통합진보당 강진희 / 
울산,북구(울산),구시군장,새누리당 박천동 / 
울산,북구(울산),기초의원비례대표,새누리당 정복금 / 
울산,울주군,구시군의원,새누리당 이동철 / 새누리당 최길영 / 새누리당 한성율 / 새누리당 박동구 / 새정치민주연합 박기선 / 통합진보당 김민식 / 새누리당 김영철 / 새누리당 권영호 / 새누리당 조충제 / 
울산,울주군,구시군장,새누리당 신장열 / 
울산,울주군,기초의원비례대표,새누리당 정수진 / 
울산,중구(울산),구시군의원,새누리당 김순점 / 새누리당 권태호 / 새누리당 김선수 / 통합진보당 이효상 / 새누리당 김경환 / 새누리당 김영길 / 새정치민주연합 신성봉 / 새누리당 강혜순 / 새누리당 서경환 / 
울산,중구(울산),구시군장,새누리당 박성민 / 
울산,중구(울산),기초의원비례대표,새누리당 이복희 / 새정치민주연합 하경숙 / 
인천,강화군,구시군의원,새누리당 오필성 / 새누리당 한상순 / 새정치민주연합 최승남 / 새누리당 유호룡 / 새정치민주연합 김병연 / 무소속 박용철 / 
인천,강화군,구시군장,무소속 이상복 / 
인천,강화군,기초의원비례대표,새누리당 김자선 / 
인천,계양구,구시군의원,새누리당 고영훈 / 새정치민주연합 손민호 / 새누리당 이병학 / 새정치민주연합 박해진 / 새누리당 황원길 / 새정치민주연합 곽성구 / 새누리당 민윤홍 / 새정치민주연합 윤환 / 새정치민주연합 김유순 / 
인천,계양구,구시군장,새정치민주연합 박형우 / 
인천,계양구,기초의원비례대표,새누리당 김숙희 / 새정치민주연합 김경옥 / 
인천,남구(인천),구시군의원,새누리당 김재동 / 새정치민주연합 배상록 / 정의당 문영미 / 새누리당 이한형 / 새정치민주연합 손일 / 새누리당 장승덕 / 새정치민주연합 김종환 / 새누리당 이관호 / 새누리당 이봉락 / 새정치민주연합 이안호 / 새누리당 박향초 / 새정치민주연합 유중형 / 새누리당 김익선 / 새정치민주연합 정채훈 / 
인천,남구(인천),구시군장,새정치민주연합 박우섭 / 
인천,남구(인천),기초의원비례대표,새누리당 양정희 / 새정치민주연합 김순옥 / 
인천,남동구,구시군의원,새누리당 민창기 / 새정치민주연합 이오상 / 새정치민주연합 문종관 / 새누리당 임춘원 / 새정치민주연합 서점원 / 새누리당 이선옥 / 새누리당 신동섭 / 새정치민주연합 박인동 / 새누리당 임순애 / 새누리당 임동희 / 새정치민주연합 조영규 / 새누리당 한민수 / 새누리당 전유형 / 새정치민주연합 한정희 / 
인천,남동구,구시군장,새누리당 장석현 / 
인천,남동구,기초의원비례대표,새누리당 이유경 / 새정치민주연합 최재현 / 
인천,동구,구시군의원,새누리당 박영우 / 새누리당 김기인 / 새정치민주연합 지순자 / 새누리당 유옥분 / 새정치민주연합 한숙희 / 새정치민주연합 송광식 / 
인천,동구,구시군장,새누리당 이흥수 / 
인천,동구,기초의원비례대표,새누리당 이정옥 / 
인천,부평구,구시군의원,새누리당 최용복 / 새누리당 김일환 / 새정치민주연합 김도형 / 새정치민주연합 강순화 / 새누리당 이도재 / 새정치민주연합 유용균 / 새누리당 박창재 / 새정치민주연합 오흥수 / 새정치민주연합 오영선 / 새누리당 이재일 / 새정치민주연합 임지훈 / 새누리당 이춘우 / 새정치민주연합 박종혁 / 정의당 이소헌 / 새누리당 장정욱 / 새정치민주연합 김재곤 / 새정치민주연합 나상길 / 
인천,부평구,구시군장,새정치민주연합 홍미영 / 
인천,부평구,기초의원비례대표,새누리당 유정옥 / 새정치민주연합 홍순옥 / 
인천,서구(인천),구시군의원,새누리당 이의상 / 새누리당 이종민 / 새정치민주연합 심우창 / 새정치민주연합 천성주 / 새누리당 이종석 / 새정치민주연합 박삼숙 / 새정치민주연합 전재운 / 새누리당 김윤순 / 새누리당 최규술 / 새정치민주연합 김용인 / 새누리당 이한종 / 새정치민주연합 박형렬 / 새누리당 이용창 / 새정치민주연합 문순석 / 
인천,서구(인천),구시군장,새누리당 강범석 / 
인천,서구(인천),기초의원비례대표,새누리당 최영숙 / 새정치민주연합 전옥자 / 
인천,연수구,구시군의원,새누리당 이강구 / 새정치민주연합 이재정 / 새누리당 이인자 / 새누리당 곽종배 / 새정치민주연합 김준식 / 새누리당 이창환 / 새누리당 양해진 / 새정치민주연합 정지열 / 새정치민주연합 정현배 / 
인천,연수구,구시군장,새누리당 이재호 / 
인천,연수구,기초의원비례대표,새누리당 박현주 / 
인천,옹진군,구시군의원,새누리당 최성일 / 새누리당 김성기 / 새누리당 백동현 / 새누리당 김기순 / 새누리당 김형도 / 새누리당 장정민 / 
인천,옹진군,구시군장,새누리당 조윤길 / 
인천,옹진군,기초의원비례대표,새누리당 신영희 / 
인천,중구(인천),구시군의원,새누리당 유명복 / 새누리당 임관만 / 새정치민주연합 김철홍 / 새누리당 김영훈 / 새정치민주연합 이정재 / 노동당 김규찬 / 
인천,중구(인천),구시군장,새누리당 김홍섭 / 
인천,중구(인천),기초의원비례대표,새누리당 한성수 / 
전남,강진군,구시군의원,새정치민주연합 윤재남 / 새정치민주연합 배홍준 / 무소속 위성식 / 무소속 강승주 / 새정치민주연합 김상윤 / 새정치민주연합 정중섭 / 새정치민주연합 문춘단 / 
전남,강진군,구시군장,새정치민주연합 강진원 / 
전남,강진군,기초의원비례대표,새정치민주연합 김명희 / 
전남,고흥군,구시군의원,새정치민주연합 송영현 / 새정치민주연합 권영길 / 무소속 정동우 / 새정치민주연합 송우섭 / 새정치민주연합 김재열 / 새정치민주연합 장세선 / 새정치민주연합 임선신 / 무소속 정순열 / 새정치민주연합 김의규 / 새정치민주연합 정종열 / 
전남,고흥군,구시군장,새정치민주연합 박병종 / 
전남,고흥군,기초의원비례대표,새정치민주연합 최성자 / 새정치민주연합 안정민 / 
전남,곡성군,구시군의원,새정치민주연합 최용환 / 새정치민주연합 이국섭 / 무소속 주성재 / 새정치민주연합 강대광 / 새정치민주연합 이만수 / 무소속 윤영규 / 
전남,곡성군,구시군장,새정치민주연합 유근기 / 
전남,곡성군,기초의원비례대표,새정치민주연합 유남숙 / 
